Indicator Name,Year,Angola,Arab World,Antigua and Barbuda,Bangladesh,Bahrain,Canada,Switzerland,China,Cote d'Ivoire,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Costa Rica,Cuba,Curacao,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan
Electricity production from natural gas sources (% of total),2003,0,56.60126047,,89.45819805,100,5.606046728,1.414373089,0.269788644,63.86868488,0,14.28571429,14.66663802,,0,10.18975332,,0,1.912673879,10.58245237,,,21.14060538,7.437269757,8.40036965,30.85834199,14.00235834,38.75522303,23.91409929,8.124025637,71.54218716,16.91851691,0,15.29965451,4.96111822,0,14.96853921,21.94134345,16.42198136,,3.449307574,,,22.62059974,8.43575419,0,0,,,,,13.80709783,,,0,,,18.11400661,21.76912895,0,6.728591899,15.62310491,0,34.80158149,20.45464716,21.22110268,35.37202853,50.17666806,20.28519836,21.27410414,,11.18590369,52.44358634,77.95981232,10.4587156,0,0.053145129,40.97415799,0,9.331998999,24.66493367,10.67860834,0,10.46287711,,,12.38144357,24.61936586,18.90134076,,0,,20.35580425,,0,,70.90315921,15.1373825,0,,0,63.09948474,0,56.82827573,0.280306368,0,,24.00617995,17.68759006,81.99551988,44.59854367,48.51292837,0,5.745070668,24.81866264,,,1.616569672,17.03400718,,0,16.63764751,0,,17.2837987,,100,17.58433079,44.48709872,,16.86334871,54.84379085,0,2.374301676,62.09951319,,,0,,,1.51840751,4.603594401,,4.60006952,40.76425033,,0,7.732524366,2.677279305,0.517066901,,,,48.88429892,,8.47632583,34.80168804,0,73.51495516,1.047913259,100
Electricity production from natural gas sources (% of total),2004,0,57.71838322,,91.10318843,100,5.727622048,1.478117905,0.338551996,66.18874773,0,16.87657431,14.10527163,,0,11.96750672,,0,1.841508533,10.48886853,,,24.58452864,5.062664908,7.720747794,31.42737888,13.43384409,39.28314957,24.86465416,9.616280876,73.94446145,18.21646944,0,20.04684586,4.726319876,0,16.02838782,21.20096952,14.8488555,,3.70118338,,,20.77922078,12.03061814,0,0,,,,,15.28743645,,,0,,,19.07904106,30.4427448,0,7.167324355,17.69446643,0,34.7662276,20.20200464,21.00904142,35.83981213,50.90748964,16.3353112,21.74863678,,11.19561515,51.13622844,77.12349777,5.883263663,0,9.181666279,43.87494633,0,50.12824802,23.09670235,10.67891553,0,10.6597979,,,16.20214286,27.69778941,20.43565809,,0,,19.26623601,,0,,66.52569151,16.12605429,0,,0,66.59938208,0,59.26749264,0.339669594,0,,16.49383408,18.47742587,81.99843465,45.42595573,50.76784734,0,9.618635333,22.13127938,,,2.114060964,17.64176857,,0,26.07580253,0,,18.18318291,,100,18.5171419,45.42797383,,17.53550476,56.94136044,0,2.69434629,70.19912526,,,0,,,1.809690601,5.450136371,,5.445963309,41.33617132,,0,7.948128693,2.34431275,0.493825533,,,,41.18215544,,7.784924624,35.37704974,0,71.62264271,0.921714875,100
Electricity production from natural gas sources (% of total),2005,0,60.3319468,,90.78156313,100,6.401686317,1.505476821,0.485589486,72.64566098,0,18.01385681,14.69892922,,0,12.62547256,,0,1.794192674,12.02273465,,,24.22336258,6.322523059,7.463530726,31.38357399,12.59709515,39.90636524,25.95812284,11.34516765,74.30858405,20.51380347,0,27.29741402,5.330720235,0,17.80986663,22.86376015,15.91198889,,4.038619772,,,20.7115629,13.27920738,0,0,,,,,13.74964242,,,0,,,19.69431239,29.31003095,0,8.517689419,13.89293099,0,34.62076295,19.83696447,20.53738611,33.72104195,47.94561629,14.96600773,20.75819629,,10.54515018,45.16506673,74.832667,32.89473684,0,11.57771285,50.28365449,0,54.87880671,21.58779491,10.69022949,0,3.035390504,,,16.02427592,25.0926053,19.89797654,,0,,27.94636556,,0,,66.87431205,16.81757614,0,,0,66.99944773,0,57.64453919,0.273233998,0,,21.91630981,19.00649544,97.90728895,47.71055004,44.09531235,0,17.83991529,29.80713137,,,3.324557959,24.4124742,,0,29.45786784,0,,18.68473514,,100,16.17827748,46.18702026,,16.446215,56.49258477,0,2.555031447,74.39876482,,,0,,,0.869112244,5.590334107,,5.586053699,43.32134933,,0,6.966062771,2.242508434,0.369399804,,,,37.11177902,,7.521237393,35.94196282,0,72.33220118,0.719719134,100
Electricity production from natural gas sources (% of total),2006,0,61.24666153,,90.97558498,97.55726642,7.310731024,1.263357796,0.831101965,71.03448276,0.530292987,17.8807947,13.7208221,,0,13.55880746,,0,1.873191957,12.13183465,,,20.61125606,9.61458765,7.107827467,31.13486302,12.67352856,39.45651593,26.13229347,12.20603908,74.35077595,21.15519246,0,30.64124338,5.538429922,0,18.45239936,25.04069184,14.97108563,,3.821351803,,,19.81981982,26.7325374,0,0,,,,,17.63073497,,,0,,,20.75817437,30.78178005,0,8.026448493,15.92509479,0,36.69929446,19.246433,19.88166028,32.36440523,44.92332396,14.6146447,21.15206672,,10.25660908,50.83714412,70.2857558,41.9300476,0,17.96946082,51.37589335,0,70.19784173,23.91375313,11.16848319,0,2.926392619,,,18.06150098,31.40924654,20.51533175,,0,,39.59360103,,0,,66.27073361,18.15671177,0,,0,72.89917785,0,57.81672114,0.388543334,0,,22.59300032,20.1894347,98.00936768,48.79655565,36.46258642,0,17.64383361,28.82200659,,,2.848896519,26.69647644,,0,25.40966733,0,,19.62597365,,100,18.87012138,46.05746253,,15.39358664,53.25628052,0,2.0500205,77.80031439,,,0,,,0.323456046,5.661864369,,5.657529192,44.24671273,,0,6.111804422,2.454515382,0.406180646,,,,38.05219537,,7.155349717,35.63697565,0,68.69585273,1.381753764,100
Electricity production from natural gas sources (% of total),2007,0,61.03435409,,89.8951782,98.83555024,6.73166712,1.115308779,1.033186158,65.72544841,1.01497082,17.69041769,11.8951905,,0,14.14548343,,0,1.561004512,12.56077757,,,17.89856547,13.29826197,6.882506235,32.41637118,12.81359418,41.11024394,27.63373646,12.2709504,74.48073588,22.31453938,0,31.40714089,2.821985234,0,19.40159923,24.89622222,12.9940304,,3.900050021,,,19.49250288,17.88286126,0,0,,,,,21.9642487,,,0,,,22.02361689,26.48387759,0,8.015310596,24.42407334,0,38.11811812,19.24452641,19.79370147,31.59290246,45.69694026,15.73819389,19.67768155,,11.57179232,55.52842317,70.95339876,38.92048019,0,19.64790303,56.01352272,0,82.40904546,25.58212928,6.590250398,0,2.596089009,,,19.33764572,31.8954731,21.52004577,,0,,44.00015247,,0,,63.34857869,19.32740372,0,,0,72.90016538,0,58.01359768,0.561302457,0,,27.06557265,21.58945981,97.88327168,48.1612829,34.41632431,0,27.47652935,31.51935046,,,2.823741347,25.19353937,,0,27.98532924,0,,20.95522825,,100,18.74239943,48.02777583,,16.05338094,50.2406382,0,1.731927711,79.20161428,,,0,,,1.102599179,5.477744482,,5.473550281,44.70715351,,0,5.797361251,3.011367413,0.553677859,,,,31.2354433,,6.921459819,37.254188,0,68.93944678,2.172173317,100
Electricity production from natural gas sources (% of total),2008,0,61.40855188,,89.81237945,99.97809324,6.830087392,1.088967122,0.996947091,65.0862069,1.059743012,18.65509761,10.30605313,,0,14.35035918,,0,1.222162195,14.23169078,,,19.34127158,13.59113823,6.895573647,33.02217842,12.76872805,40.92354788,28.53751474,9.34261572,72.85943223,23.93867766,0,38.84454849,3.997731783,0,20.66686709,25.69297909,14.24346523,,3.847384503,,,27.22283205,15.13072282,0,0,,,,,21.93063327,,,0,,,22.62110959,31.53129441,0,8.209566573,19.23949613,0,37.91630231,19.48208141,19.94518528,30.58141355,42.41076167,16.88051645,20.83996381,,10.24370694,55.90477464,78.0203235,49.47950553,0,26.98501807,55.08265636,0,83.75487787,26.50574727,10.21574315,0,1.883111375,,,18.32065883,35.6702545,23.73318375,,0,,40.98932533,,0,,63.83881555,19.15671518,0,,0,72.89909995,0,58.9101086,0.311621352,0,,24.29135025,22.10521172,97.82540968,48.14654019,32.39390499,0,31.17792168,32.18625146,,,3.024368173,27.64553499,,0,33.42275976,0,,21.39370504,,100,15.27803436,47.64071951,,14.78043199,48.82566112,0,1.725377426,80.39887816,,,0,,,1.126768212,5.333195567,,5.329112045,45.41396059,,0,5.587621697,2.902616013,0.402284281,,,,31.32145382,,6.935498807,37.07018807,0,70.72022574,2.149006007,100
Electricity production from natural gas sources (% of total),2009,0,60.89905352,,91.61578395,100,7.389546375,1.066398692,1.539355612,62.27218532,1.018589254,34.50834879,19.14644176,,0,13.42618699,,0,1.194384555,13.9191072,,,18.33548635,14.23197047,7.571408929,33.8477691,13.02218349,40.4906148,28.11397876,10.65754753,74.36618705,23.40195758,0,36.91587664,1.230208452,0,20.07694882,26.62030807,13.5883667,,3.863657349,,,34.71615721,12.93526525,0.223264121,0,,,,,18.04268832,,,0,,,23.37268493,28.8960033,0,8.367323867,16.53702319,0,29.02417289,19.32276322,19.86300484,32.04573573,42.37413143,22.20010971,23.61520962,,12.6579905,58.29458473,76.04282423,48.09364018,0,32.75159977,51.07565852,0,90.98934978,28.27375186,16.33464617,0,0.72182622,,,15.55938327,28.83907096,23.03125643,,1.401495897,,39.19928884,,0,,61.24151962,20.82697378,0,,0,77.09966122,0,60.57823399,3.232579268,0,,20.5509401,22.98289694,97.85307671,49.96114014,29.44618644,0,31.67117131,32.11672938,,,3.167660352,26.8906402,,0,29.73202377,0,,22.00105541,,100,13.21764431,47.37501831,,16.606966,44.81255931,0,1.714485654,81.78310563,,,0,,,0.458654789,5.528251201,,5.524018329,46.85055352,,0,7.600601875,3.615192343,1.133202542,,,,45.67516394,,7.60866759,36.60193017,0,72.37826327,1.346404418,100
Electricity production from natural gas sources (% of total),2010,0,61.54422897,,92.6967394,100,8.612814976,1.556349543,1.859881006,70.29337804,1.01201771,43.75,20.14337641,,0,13.04247859,,0,1.596492873,14.41979754,,,20.34378056,21.07742321,7.682518219,33.89958035,13.43909975,41.61288511,28.6599181,11.23071403,76.47619826,23.18744732,0,31.79505229,2.337241592,0,19.93548239,28.40264767,13.95616927,,4.21028381,,,42.01550388,7.161201106,10.77997443,0,,,,,17.13528684,,,0,,,24.29656687,37.50488447,0,10.18493137,17.25466342,0,31.03475957,19.37777646,19.97676411,33.81353515,41.75515608,23.70887455,27.17281412,,11.56699503,64.27810903,75.92366039,30.80682097,0,37.47162533,51.12175464,0,71.17141504,27.94693982,8.889722431,0,1.495867769,,,20.77315499,34.62974978,24.15667054,,6.281822811,,47.12820198,,0,,56.73312711,21.57071839,0,,0,75.59817771,0,63.16173388,3.947646018,0,,22.08266524,23.63221598,97.75467985,49.68601475,27.41884218,0,34.06519922,28.81225827,,,3.054319526,24.55753472,,0,27.75139223,0,,22.75473078,,100,11.97974233,50.23848681,,15.52915848,46.14086901,0,2.730819246,77.200679,,,0,,,0.873794191,6.791633719,,6.786433499,46.8748947,,0,8.032333236,3.371270378,1.937895729,,,,54.96951285,,7.71700265,37.60438668,0,74.81663971,0.212960146,100
Electricity production from natural gas sources (% of total),2011,0,61.56341588,,86.6600231,100,9.693834254,1.539244371,2.039061303,69.32283981,1.012786429,38.1283836,12.52684206,,0,11.56531532,,0,1.609892136,14.36511492,,,16.58009027,20.93340781,6.661385344,32.27546846,13.50475713,41.22517818,27.81044917,9.423676012,79.69327726,22.38284605,0,29.33047031,1.939036687,0,19.12274746,28.00647836,12.84880478,,4.80880701,,,46.88878001,22.53286247,24.33928571,0,,,,,23.55505983,,,0,,,25.05358852,28.46476424,0,11.1721675,23.31020989,0,29.81204364,17.9794864,18.59560801,33.4292372,43.27605464,20.79251105,25.51700701,,10.62719164,56.81048446,66.80177628,33.40259355,0,33.0903668,48.07881642,0,27.02259848,36.10848172,9.170073684,0,1.009367991,,,22.25100134,38.01799607,22.87274741,,0,,59.80999269,,0,,44.98781667,22.2966102,0,,0,78.23851446,0,60.96276862,3.237318984,0,,18.96454825,24.44287407,97.65474993,51.60050345,29.07771585,0,35.6627489,29.76610385,,,3.568582253,25.72442667,,0,28.74653099,0,,23.5228765,,100,13.4921531,49.30688575,,14.5133355,43.33745206,0,2.031101238,77.9694902,,,0,,,1.317588891,7.417247552,,7.411568312,48.42215115,,0,11.1354638,3.072573044,1.030920974,,,,53.6526517,,6.685271845,37.3853957,0,68.31547974,0.234018968,100
Electricity production from natural gas sources (% of total),2012,0,61.11643815,,84.135744,100,10.22035621,1.348693866,1.981570925,67.46009122,0,41.94117647,14.42779685,,0,11.35228999,,0,1.706138175,12.4418407,,,13.65427836,22.69664227,6.717186906,31.26943915,13.56667432,41.27106001,25.52559611,10.22891408,75.95973953,19.37624198,0,24.93961394,1.052895463,0,16.63280467,28.86828651,9.552484697,,3.895582114,,,43.76155268,25.49767922,12.084165,0,,,,,21.9858156,,,0,,,26.28123263,27.32983215,0,10.87063795,23.70433305,0,27.14306338,17.77833593,18.36349131,32.94423285,43.13587846,22.72309154,24.84219761,,7.613470116,52.08724807,66.85805975,22.33256552,0,16.77062997,43.41031558,0,18.57676549,38.71858887,16.18345777,0,0.534018987,,,21.08299509,36.22216902,24.84113072,,0,,60.47556528,,0,,46.62042997,27.08446059,0,,0,80.28635129,0,54.78712076,1.794140913,0,,20.01852521,25.49689436,97.58164448,53.26570469,28.20910273,0,39.16034927,26.93599923,,,3.871103388,23.73184918,,0,23.41144462,0,,24.77300784,,100,14.83479089,49.13219983,,11.84454875,44.68345112,0,4.057971014,84.29882268,,,0,,,1.318736004,7.762863041,0,7.75691917,50.03462637,,0,10.07130754,3.415230255,0.535941743,,,,52.47448543,,6.739884163,37.61030561,0,70.15846759,0.435960881,100
Electricity production from natural gas sources (% of total),2013,0,62.81454807,,83.14947289,99.97298966,9.802854587,1.11903376,1.961219277,75.45098039,0,43.18314804,16.5553284,,0,10.38140021,,0,2.354432146,10.85986934,,,9.835074691,22.14367285,6.530831096,30.93646138,13.48817407,41.61038627,24.44584437,12.87562873,73.49479322,16.67400387,0,20.44307058,0.670433145,0,14.36301492,28.59143292,9.526081648,,3.02813375,,,40.26717557,17.77512675,10.40323207,0,,,,,19.01460237,,,0,,,25.39772097,24.53138567,0,11.28371158,14.49057145,0,18.29075064,17.03998217,17.62990277,32.62650756,41.45525057,23.83575595,25.3045966,,5.241437102,51.33528837,59.85657346,21.14956694,0,43.01555722,37.81576818,0,25.13468111,38.46814495,16.71710999,0,0.192705731,,,26.92645908,39.12629956,26.53092307,,0,,58.38366787,,0,,48.9786625,24.70058197,0,,0,81.56008725,0,55.1417394,1.842081597,0,,20.08181566,24.29203116,97.38948171,52.33361334,25.62550444,0,41.51611272,24.96612016,,,3.212983624,23.13228844,,0,14.30324138,0,,23.37105313,,100,15.81078311,50.11152726,,9.677365731,52.7517719,0,4.184217916,91.79053138,,,0,,,0.767328626,7.993378792,0,7.98725842,49.2761024,,0,8.392368661,3.21968499,0.546948004,,,,60.66014278,,6.550204044,37.77710246,0,68.65864321,0,100
